Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2016-04-18,Bengaluru,38.81,158.75,5.65,16.09,11.74,25.84,1.37,2.74,49.33,3.09,2.52,,138.0,Moderate
2016-04-19,Patna,64.81,,28.79,10.99,39.78,,2.09,14.89,22.82,0.26,0.96,0.78,165.0,Moderate
2016-04-20,Delhi,124.8,283.05,22.33,48.65,66.43,25.14,1.09,29.16,97.22,5.51,9.32,,322.0,Very Poor
2016-04-21,Chennai,51.55,,5.25,13.44,10.36,63.69,1.02,3.63,35.06,1.38,4.93,,123.0,Moderate
2016-04-22,Mumbai,,,,,26.45,,0.0,,,0.0,0.0,0.0,128.0,
2016-04-23,Chennai,60.21,,2.65,11.49,8.29,101.61,0.93,4.13,46.92,1.52,4.76,,133.0,Moderate
2016-04-24,Bengaluru,39.53,92.73,7.26,19.55,15.68,20.86,2.09,4.16,47.44,16.39,8.95,,150.0,Moderate
2016-04-25,Lucknow,78.87,,4.79,50.39,4.22,,1.53,4.55,77.58,1.23,0.91,,152.0,Moderate
2016-04-26,Ahmedabad,,,,,,,,,,,,,136.0,
2016-04-27,Chennai,56.99,,5.62,15.37,11.31,82.4,0.76,3.41,27.37,1.43,3.39,,120.0,Moderate
2016-04-28,Patna,103.2,,9.72,3.17,9.44,,1.49,4.06,21.94,0.34,1.31,1.08,329.0,Very Poor
2016-04-29,Bengaluru,48.78,58.28,5.64,23.05,16.42,17.12,0.67,4.34,47.83,8.11,5.52,,88.0,Satisfactory
2016-04-30,Mumbai,,,,,36.67,,0.0,,,0.0,0.0,0.0,217.0,
2016-05-01,Gurugram,164.46,,,,,,2.12,26.59,52.44,,,,346.0,Very Poor
2016-05-02,Bengaluru,39.87,63.61,8.72,28.17,18.17,19.71,0.62,5.62,68.49,5.57,4.86,,99.0,Satisfactory
2016-05-03,Mumbai,,,,,35.46,,0.0,,,0.0,0.0,0.0,128.0,
2016-05-04,Patna,69.21,,5.5,3.25,8.75,,1.32,6.68,24.64,0.19,0.78,0.56,157.0,Moderate
2016-05-05,Chennai,57.2,,5.86,13.99,13.37,22.36,0.78,4.96,32.6,1.12,4.71,,125.0,Moderate
2016-05-06,Mumbai,,,,,36.91,,0.0,,,0.0,0.0,0.0,132.0,
2016-05-07,Chennai,56.02,,5.04,14.38,11.99,43.25,0.99,4.95,42.11,1.15,3.88,,139.0,Moderate
2016-05-08,Patna,98.17,,5.89,3.15,9.04,,1.1,6.33,37.08,0.17,0.7,0.34,230.0,Poor
2016-05-09,Hyderabad,50.76,82.05,7.79,33.2,33.14,35.16,1.27,5.84,41.24,0.32,1.79,0.37,167.0,Moderate
2016-05-10,Hyderabad,30.45,56.0,8.8,44.42,25.36,34.26,1.27,8.4,35.04,0.47,4.37,1.43,105.0,Moderate
2016-05-11,Delhi,66.49,112.6,6.74,52.3,50.94,53.04,0.98,16.32,61.02,2.99,12.34,,185.0,Moderate
2016-05-12,Gurugram,75.08,,2.87,6.07,8.95,,1.34,2.88,42.03,,,,112.0,Moderate
2016-05-13,Mumbai,,,,,13.13,,0.0,,,0.0,0.0,0.0,139.0,
2016-05-14,Chennai,62.47,,3.8,13.86,13.01,131.28,1.24,4.44,48.37,1.49,4.4,,166.0,Moderate
2016-05-15,Chennai,55.77,,3.28,12.38,11.87,130.56,2.1,4.1,51.8,1.33,2.95,,183.0,Moderate
2016-05-16,Delhi,94.89,247.95,37.68,58.46,85.72,31.0,1.12,21.19,62.4,4.32,10.12,,316.0,Very Poor
2016-05-17,Gurugram,67.44,,0.92,6.6,8.94,,1.23,9.65,38.39,,,,166.0,Moderate
2016-05-18,Hyderabad,29.65,72.39,9.35,28.29,25.18,29.08,0.84,7.27,23.33,0.3,1.97,0.29,84.0,Satisfactory
2016-05-19,Delhi,94.22,219.01,11.17,67.73,74.26,43.64,1.86,27.98,85.76,3.74,9.37,,300.0,Poor
2016-05-20,Chennai,45.05,,4.3,25.57,17.51,132.0,1.24,4.01,55.65,2.14,9.69,,91.0,Satisfactory
2016-05-21,Patna,44.05,,32.73,22.03,54.76,,2.08,7.45,14.57,0.25,1.04,0.85,68.0,Satisfactory
2016-05-22,Gurugram,78.33,,1.09,6.5,9.1,,0.94,1.96,39.93,,,,124.0,Moderate
2016-05-23,Lucknow,,,,,,,,,,,,,130.5,
2016-05-24,Patna,59.26,,14.9,23.07,37.96,,1.42,5.52,24.72,0.18,0.75,0.46,137.0,Moderate
2016-05-25,Bengaluru,,32.45,2.12,8.52,5.85,24.05,0.43,5.53,,,1.29,,37.0,Good
2016-05-26,Mumbai,,,,,1.89,,0.0,,,0.0,0.0,0.0,51.333333333333336,
2016-05-27,Ahmedabad,,,,,,,,,,,,,65.66666666666667,
2016-05-28,Hyderabad,25.43,63.82,5.24,20.32,17.85,19.2,0.53,6.0,29.17,0.12,0.78,0.09,80.0,Satisfactory
2016-05-29,Chennai,44.88,,4.89,15.77,12.93,161.67,1.49,3.89,59.45,2.44,5.67,,124.0,Moderate
2016-05-30,Ahmedabad,,,,,,,,,,,,,165.5,
2016-05-31,Lucknow,77.29,,13.97,52.8,4.22,,2.37,8.54,30.08,1.7,3.02,,207.0,Poor
2016-06-01,Patna,68.89,,17.93,20.32,38.27,,1.51,5.21,19.77,0.19,0.8,0.45,147.0,Moderate
2016-06-02,Delhi,81.4,298.5,26.72,49.88,73.71,37.86,1.3,13.87,94.77,4.72,10.98,,316.0,Very Poor
2016-06-03,Patna,169.52,,22.7,24.6,45.14,,1.73,3.39,20.01,0.23,0.8,0.49,244.0,Poor
2016-06-04,Patna,66.58,,15.86,21.86,37.72,,1.32,6.61,21.45,0.18,0.74,0.43,271.0,Poor
2016-06-05,Gurugram,73.68,,3.56,6.82,4.98,,0.32,1.77,25.5,,,,226.0,Poor
2016-06-06,Ahmedabad,,,,,,,,,,,,,157.33333333333331,
2016-06-07,Gurugram,101.21,,3.43,6.56,4.93,,0.3,2.18,47.53,,,,88.66666666666666,
2016-06-08,Bengaluru,,19.38,2.25,9.28,5.99,,0.34,2.24,,,,,20.0,Good
2016-06-09,Lucknow,62.91,,5.53,35.56,5.38,,3.47,4.38,79.6,0.74,2.23,,20.75,
2016-06-10,Patna,50.0,,6.06,21.23,27.27,,0.87,2.04,31.35,0.15,0.72,0.19,21.5,
2016-06-11,Mumbai,,,,,7.06,,0.0,,,0.0,0.0,0.0,22.25,
2016-06-12,Bengaluru,,24.12,2.01,8.84,5.6,,0.34,1.99,,,,,23.0,Good
2016-06-13,Bengaluru,,23.79,2.28,9.8,6.27,,0.34,2.16,,,,,26.0,Good
2016-06-14,Chennai,43.16,,7.86,17.81,19.29,101.44,2.14,5.18,19.23,4.03,13.2,,80.0,
2016-06-15,Patna,74.71,,13.23,15.64,28.87,,1.14,4.73,16.94,0.15,0.59,0.19,134.0,Moderate
2016-06-16,Gurugram,67.25,,2.14,5.69,4.97,,0.32,1.98,22.56,,,,217.0,Poor
2016-06-17,Patna,48.0,,22.31,21.23,43.53,,2.44,15.11,24.92,0.17,0.84,0.46,142.0,
2016-06-18,Hyderabad,34.72,,3.19,15.23,18.42,,0.4,1.08,21.42,0.2,1.34,0.13,67.0,Satisfactory
2016-06-19,Bengaluru,26.77,105.43,6.42,15.29,10.44,31.78,4.02,4.64,11.99,1.01,2.51,,195.0,Moderate
2016-06-20,Delhi,83.1,84.18,11.99,40.24,47.72,34.93,2.11,11.24,52.76,3.21,9.95,,206.0,Poor
2016-06-21,Gurugram,93.59,,2.35,6.76,4.93,,0.41,1.79,16.91,,,,197.0,Moderate
2016-06-22,Patna,39.48,,14.85,13.03,27.88,,1.46,2.01,14.84,0.09,0.45,0.12,128.0,Moderate
2016-06-23,Ahmedabad,,,,,,,,,,,,,133.5,
2016-06-24,Patna,48.93,,12.85,15.2,28.03,,1.3,7.34,15.19,0.11,0.5,0.27,139.0,Moderate
2016-06-25,Gurugram,,,,,,,,,,,,,148.5,
2016-06-26,Delhi,48.0,86.63,4.54,40.57,42.04,39.05,0.85,8.71,58.37,2.99,9.68,,158.0,Moderate
2016-06-27,Chennai,46.17,,9.37,17.56,18.92,59.75,1.0,3.05,32.27,3.62,17.46,,189.66666666666666,
2016-06-28,Mumbai,,,,,,,,,,,,,221.33333333333334,
2016-06-29,Ahmedabad,41.43,,10.45,31.82,42.09,,10.45,1.7,28.05,0.0,0.0,0.0,253.0,Poor
2016-06-30,Bengaluru,13.95,48.92,7.33,20.42,16.49,37.66,3.55,1.86,39.53,0.95,1.91,,154.0,Moderate
2016-07-01,Chennai,45.6,,9.61,15.08,15.17,1.0,1.1,5.13,10.94,3.4,5.36,,161.0,Moderate
2016-07-02,Bengaluru,31.8,9.93,3.27,15.96,10.19,35.09,6.28,1.1,51.84,0.79,2.05,,192.0,Moderate
2016-07-03,Lucknow,69.19,,7.06,17.43,4.3,,1.17,9.04,18.59,0.33,0.74,,122.0,Moderate
2016-07-04,Gurugram,,,3.98,7.8,4.96,,0.4,1.94,41.45,,,,187.0,
2016-07-05,Hyderabad,21.64,,6.62,7.53,14.15,,1.05,7.03,8.83,0.11,0.62,0.11,252.0,Poor
2016-07-06,Chennai,29.09,,6.61,13.53,15.39,80.3,1.06,3.8,16.99,0.96,4.96,,162.0,Moderate
2016-07-07,Gurugram,,,3.99,7.0,4.95,,0.37,1.88,43.75,,,,102.5,
2016-07-08,Bengaluru,,49.66,8.12,18.6,16.82,28.85,0.57,5.22,,,0.32,,43.0,Good
2016-07-09,Visakhapatnam,33.25,77.65,23.32,45.37,39.49,12.77,1.0,8.79,18.38,5.51,9.55,5.84,81.0,Satisfactory
2016-07-10,Gurugram,,,3.99,6.99,4.95,,0.36,1.9,58.77,,,,80.0,
2016-07-11,Visakhapatnam,23.92,70.52,13.89,39.01,29.35,12.46,0.89,9.72,24.73,3.87,7.32,3.62,79.0,Satisfactory
2016-07-12,Visakhapatnam,28.42,84.49,11.59,42.76,29.47,13.49,1.09,8.99,27.01,5.19,7.9,4.1,79.0,Satisfactory
2016-07-13,Chennai,24.87,,6.12,14.94,16.54,21.15,0.85,3.32,27.45,0.99,5.2,,69.0,Satisfactory
2016-07-14,Patna,59.33,,14.71,15.22,29.93,,1.26,5.45,12.99,0.14,0.55,0.31,140.0,Moderate
2016-07-15,Gurugram,32.05,,2.46,7.08,4.97,,0.34,1.69,48.35,,,,83.0,Satisfactory
2016-07-16,Patna,38.0,,38.31,10.37,48.63,,3.92,56.87,16.45,0.1,0.52,0.24,142.5,
2016-07-17,Delhi,75.93,38.59,14.17,15.75,29.63,33.83,2.48,7.0,28.11,3.43,5.89,,202.0,Poor
2016-07-18,Mumbai,,,,,107.39,,0.0,,,0.0,0.0,0.0,168.5,
2016-07-19,Delhi,42.14,166.27,20.73,31.4,48.11,55.76,1.31,6.78,44.7,4.26,9.89,,135.0,Moderate
2016-07-20,Mumbai,,,,,16.9,,0.0,,,,,,97.0,
2016-07-21,Chennai,27.02,,17.68,19.78,18.94,62.94,1.63,5.5,7.23,2.72,12.2,,59.0,Satisfactory
2016-07-22,Delhi,48.36,157.41,20.2,37.42,58.72,37.84,1.14,8.63,64.4,1.91,11.74,,269.0,Poor
2016-07-23,Delhi,42.09,80.14,8.85,23.88,28.63,35.77,0.84,7.23,51.32,1.96,5.07,,163.0,Moderate
2016-07-24,Bengaluru,12.42,,6.1,5.22,8.97,8.41,5.23,0.87,,,5.23,,147.0,
2016-07-25,Hyderabad,13.15,,6.13,10.61,16.74,,1.32,6.76,12.4,0.16,0.96,0.13,131.0,Moderate
2016-07-26,Ahmedabad,46.52,,3.87,33.24,33.53,,3.87,15.0,6.9,0.0,0.0,0.0,183.0,Moderate
2016-07-27,Bengaluru,22.79,,6.29,3.0,7.66,15.69,,4.7,,,,,36.0,Good
2016-07-28,Chennai,42.82,,4.12,11.82,10.24,126.4,1.31,2.92,38.65,0.53,0.47,,87.0,Satisfactory
2016-07-29,Visakhapatnam,23.4,81.96,15.24,29.87,25.91,11.19,1.11,31.45,20.92,6.81,12.52,5.14,79.0,Satisfactory
2016-07-30,Visakhapatnam,29.12,77.05,8.21,30.77,21.1,15.58,0.89,26.82,41.79,4.09,6.99,2.75,95.0,Satisfactory
2016-07-31,Hyderabad,10.64,,7.4,8.5,15.9,,6.46,6.25,6.46,0.12,0.81,0.11,240.0,Poor
2016-08-01,Ahmedabad,33.5,,79.53,30.42,109.95,,79.53,14.95,4.81,0.0,0.0,0.0,740.0,Severe
2016-08-02,Chennai,34.8,,10.13,19.48,20.31,105.63,1.16,5.49,10.5,0.75,0.17,,78.0,Satisfactory
2016-08-03,Bengaluru,19.91,77.41,8.17,18.42,14.77,0.68,0.63,1.63,,,,,53.0,Satisfactory
2016-08-04,Gurugram,29.94,,3.01,4.93,6.99,,0.31,1.94,,,,,52.0,Satisfactory
2016-08-05,Visakhapatnam,27.8,82.45,18.95,34.95,31.16,11.67,1.25,32.89,17.76,6.37,9.77,7.33,89.0,Satisfactory
2016-08-06,Bengaluru,,,,,15.91,,0.0,,,,,,99.0,
2016-08-07,Gurugram,,,,,6.97,,0.0,,,,,,109.0,
2016-08-08,Hyderabad,9.67,,6.82,9.49,16.31,,1.09,5.95,9.91,0.09,0.58,0.07,119.0,Moderate
2016-08-09,Patna,46.89,,34.4,17.22,51.63,,1.7,5.61,6.43,0.16,0.77,0.45,134.0,Moderate
2016-08-10,Mumbai,,,,,142.25,,0.0,,,,,,139.25,
2016-08-11,Gurugram,17.83,,7.87,12.76,7.0,,0.18,2.42,,,,,144.5,
2016-08-12,Mumbai,,,,,,,0.0,,,,,,149.75,
2016-08-13,Lucknow,37.8,,2.62,13.62,6.24,,,5.45,35.9,0.34,0.03,,155.0,Moderate
2016-08-14,Bengaluru,21.57,97.04,5.63,14.87,7.1,40.59,3.59,1.75,19.82,4.29,2.84,,38.0,Good
2016-08-15,Lucknow,30.92,,13.79,22.15,6.24,,3.61,5.57,25.12,0.82,3.19,,126.0,Moderate
2016-08-16,Chennai,35.09,,8.5,14.66,15.88,,1.28,3.82,13.97,1.14,2.31,,126.0,Moderate
2016-08-17,Visakhapatnam,28.17,101.92,17.67,38.75,32.06,11.37,1.03,32.12,28.17,5.48,13.77,5.61,90.0,Satisfactory
2016-08-18,Mumbai,,,,,,,0.0,,,,,,77.0,
2016-08-19,Hyderabad,,,,,0.0,,0.0,,,0.0,0.0,0.0,64.0,
2016-08-20,Lucknow,21.68,,5.08,15.75,6.24,,1.98,4.35,26.53,0.66,0.52,,51.0,Satisfactory
2016-08-21,Gurugram,,,,,,,,,,,,,166.5,
2016-08-22,Ahmedabad,63.27,,8.82,13.23,25.6,,8.82,24.81,8.68,4.04,11.75,1.63,282.0,Poor
2016-08-23,Visakhapatnam,31.59,97.97,10.01,33.61,23.78,12.53,0.87,37.4,44.39,5.34,9.3,3.7,102.0,Moderate
2016-08-24,Hyderabad,,,,,0.0,,0.0,,,0.0,0.0,0.0,97.5,
2016-08-25,Delhi,45.88,118.92,28.83,35.41,56.77,30.36,0.99,8.23,32.24,8.35,14.36,,93.0,Satisfactory
2016-08-26,Bengaluru,29.31,51.59,4.63,23.2,0.47,40.74,0.39,3.39,25.06,,,,62.0,Satisfactory
2016-08-27,Lucknow,32.56,,1.82,12.76,,,1.91,1.84,43.01,1.02,6.8,,96.0,Satisfactory
2016-08-28,Visakhapatnam,9.53,32.93,6.68,12.87,11.25,10.66,0.43,11.18,43.5,2.29,5.1,2.25,63.0,Satisfactory
2016-08-29,Hyderabad,,,,,0.0,,0.0,,,0.0,0.0,0.0,153.5,
2016-08-30,Chennai,37.79,,6.85,12.86,17.74,,2.84,5.18,18.33,0.93,2.88,,244.0,Poor
2016-08-31,Patna,51.75,,16.99,17.66,34.65,,1.2,5.99,10.13,0.14,0.7,0.25,127.0,Moderate
2016-09-01,Patna,35.06,,16.39,14.25,30.64,,1.53,10.17,13.91,0.08,0.56,0.11,133.0,Moderate
2016-09-02,Patna,38.8,,10.16,13.13,23.29,,0.89,2.27,13.56,0.12,0.64,0.23,99.0,Satisfactory
2016-09-03,Patna,26.06,,14.5,14.57,29.03,,1.1,5.14,13.57,0.11,0.66,0.25,113.0,Moderate
2016-09-04,Chennai,31.97,,9.5,19.62,19.31,,2.08,4.62,22.33,0.84,3.07,,227.0,Poor
2016-09-05,Ahmedabad,33.83,,10.14,7.82,18.27,,10.14,17.93,13.9,1.49,4.8,0.66,241.0,Poor
2016-09-06,Delhi,50.42,282.23,31.2,34.74,69.03,19.05,2.99,10.61,61.24,1.91,5.54,,329.0,Very Poor
2016-09-07,Bengaluru,28.89,53.47,3.55,40.9,4.13,40.83,0.53,2.85,24.81,,,,60.0,Satisfactory
2016-09-08,Gurugram,,,,,,,,,,,,,97.5,
2016-09-09,Patna,48.54,,18.13,17.66,35.79,,1.24,11.43,12.1,0.15,0.8,0.32,135.0,Moderate
2016-09-10,Chennai,43.96,,5.06,17.99,17.08,,0.61,3.64,26.37,1.72,4.24,,171.0,Moderate
2016-09-11,Hyderabad,24.59,59.97,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,3.38,66.0,Satisfactory
2016-09-12,Hyderabad,30.49,69.68,11.8,59.25,20.74,16.75,0.28,12.54,15.39,0.08,1.34,5.74,65.0,Satisfactory
2016-09-13,Hyderabad,23.2,43.26,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,5.44,66.0,Satisfactory
2016-09-14,Visakhapatnam,28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,4.33,7.98,5.72,64.0,Satisfactory
2016-09-15,Hyderabad,15.79,36.7,12.37,46.68,15.99,15.62,0.15,11.29,18.76,0.1,1.52,3.93,70.0,Satisfactory
2016-09-16,Lucknow,45.14,,20.7,22.41,6.24,,1.77,4.55,24.9,0.33,0.19,,135.0,Moderate
2016-09-17,Gurugram,75.47,,,,,,0.49,2.33,59.75,,,,200.5,
2016-09-18,Delhi,86.16,185.57,17.63,56.82,67.1,29.26,1.28,10.89,74.51,2.35,8.81,,266.0,Poor
2016-09-19,Patna,61.78,,7.07,16.08,23.12,,0.8,2.68,21.51,0.13,0.64,0.25,138.0,Moderate
2016-09-20,Delhi,94.23,141.3,38.6,86.2,94.51,28.66,1.3,16.12,134.72,1.26,5.13,,264.0,Poor
2016-09-21,Lucknow,36.62,,3.86,24.82,,,8.61,4.54,25.26,0.15,0.13,,191.0,Moderate
2016-09-22,Delhi,32.73,67.29,10.98,44.35,46.71,27.78,0.8,13.44,72.31,0.78,8.97,,150.0,Moderate
2016-09-23,Bengaluru,26.6,103.69,6.32,21.48,8.74,120.07,0.46,5.37,16.37,5.2,1.46,,76.0,Satisfactory
2016-09-24,Gurugram,52.02,,,,,,0.53,2.49,32.71,,,,79.0,Satisfactory
2016-09-25,Bengaluru,10.22,131.33,5.23,33.14,0.0,,0.43,4.44,10.45,0.44,1.5,,84.0,Satisfactory
2016-09-26,Bengaluru,16.88,116.82,4.73,33.42,2.93,49.59,0.71,4.02,13.28,0.66,3.4,,90.0,Satisfactory
2016-09-27,Patna,51.86,,36.13,20.89,57.02,,1.44,6.88,12.75,0.17,0.72,0.5,134.0,Moderate
2016-09-28,Patna,79.44,,40.65,19.94,60.59,,1.46,5.83,10.24,0.15,0.66,0.47,187.0,Moderate
2016-09-29,Mumbai,,,,,,,0.0,,,,,,128.5,
2016-09-30,Chennai,38.14,,13.75,17.9,18.39,,0.17,2.9,33.94,0.66,0.97,,70.0,Satisfactory
2016-10-01,Mumbai,,,,,,,0.0,,,,,,140.66666666666669,
2016-10-02,Mumbai,,,,,,,0.0,,,,,,211.33333333333334,
2016-10-03,Delhi,103.12,210.04,26.23,66.31,68.95,43.92,1.09,12.96,97.36,1.34,6.11,,282.0,Poor
2016-10-04,Chennai,34.06,,11.91,20.15,17.38,,0.08,2.74,23.06,0.58,0.46,,73.0,Satisfactory
2016-10-05,Bengaluru,69.14,94.23,10.26,20.54,4.73,56.1,1.45,8.5,,,8.39,,101.0,Moderate
2016-10-06,Patna,69.0,,44.41,24.43,68.87,,2.43,36.16,11.68,0.2,0.79,0.54,258.0,Poor
2016-10-07,Delhi,114.06,274.97,61.5,74.99,105.6,47.26,1.28,14.63,97.13,1.9,6.14,,311.0,Very Poor
2016-10-08,Gurugram,96.77,,,,,,0.52,2.63,23.95,,,,236.0,Poor
2016-10-09,Delhi,144.47,317.13,85.77,92.64,134.38,43.55,1.42,17.2,128.17,2.35,12.39,,416.0,Severe
2016-10-10,Lucknow,89.92,,7.24,35.56,,,1.44,4.56,17.18,0.51,0.94,,142.0,Moderate
2016-10-11,Bengaluru,14.61,70.21,6.43,24.16,5.29,15.11,0.73,3.97,15.67,0.36,1.42,,78.0,Satisfactory
2016-10-12,Mumbai,,,,,,,0.0,,,,,,171.5,
2016-10-13,Lucknow,108.06,,6.33,57.39,,,1.63,6.88,33.27,1.16,2.66,,265.0,Poor
2016-10-14,Bengaluru,24.23,,9.0,25.35,6.19,15.13,0.51,4.65,13.14,,1.12,,69.0,Satisfactory
2016-10-15,Hyderabad,45.06,101.0,8.9,61.79,15.27,27.21,0.59,15.96,38.65,0.22,4.61,0.46,97.0,Satisfactory
2016-10-16,Ahmedabad,120.35,,20.67,16.95,37.63,,20.67,49.8,29.53,0.0,0.0,0.0,507.0,Severe
2016-10-17,Patna,91.42,,15.27,20.31,35.65,,1.3,6.58,25.39,0.13,0.4,0.12,411.0,
2016-10-18,Ahmedabad,87.09,,10.15,13.98,24.12,,10.15,18.17,29.43,3.79,7.38,2.49,315.0,Very Poor
2016-10-19,Hyderabad,58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,0.07,1.53,0.66,103.0,Moderate
2016-10-20,Ahmedabad,75.41,,12.23,11.07,23.3,,12.23,26.31,37.64,4.07,14.97,9.04,263.0,Poor
2016-10-21,Gurugram,59.17,,217.85,151.06,262.32,,0.67,5.13,20.19,,,,208.0,Poor
2016-10-22,Ahmedabad,96.53,,9.03,10.8,19.83,,9.03,26.45,33.14,4.92,11.85,5.33,362.0,Very Poor
2016-10-23,Lucknow,123.78,,30.56,65.88,6.24,,1.82,7.56,29.44,1.27,3.32,,200.0,Moderate
2016-10-24,Lucknow,141.16,,6.48,58.26,6.24,,1.88,9.65,37.6,1.34,3.99,,323.0,Very Poor
2016-10-25,Gurugram,,,,,,,,,,,,,343.5,
2016-10-26,Patna,195.54,,14.76,26.36,41.12,,1.52,6.9,23.82,0.19,0.52,0.34,364.0,Very Poor
2016-10-27,Ahmedabad,122.63,,18.84,16.36,35.2,,18.84,24.52,31.59,4.44,18.43,10.12,390.0,Very Poor
2016-10-28,Bengaluru,62.38,123.91,12.29,46.43,15.06,34.9,0.8,9.04,44.86,0.65,1.39,,116.0,Moderate
2016-10-29,Visakhapatnam,44.44,81.9,4.92,25.0,18.04,14.71,0.86,7.73,26.08,4.04,10.17,4.43,91.0,Satisfactory
2016-10-30,Mumbai,,,,,,,0.0,,,,,,90.0,
2016-10-31,Visakhapatnam,58.43,96.69,4.27,29.01,19.39,11.75,0.97,10.38,52.16,4.74,7.05,4.1,89.0,Satisfactory
2016-11-01,Mumbai,,,,,,,0.0,,,,,,253.0,
2016-11-02,Ahmedabad,203.3,,11.74,14.79,26.54,,11.74,16.14,47.43,2.23,6.43,4.65,417.0,Severe
2016-11-03,Gurugram,522.1,,7.75,10.15,17.76,,1.82,8.89,20.25,2.41,24.04,,708.0,Severe
2016-11-04,Patna,221.38,,67.12,31.43,98.55,,2.03,8.85,16.08,0.24,1.0,1.62,308.0,Very Poor
2016-11-05,Gurugram,446.49,,7.9,10.07,,,,6.43,16.47,3.05,30.28,,468.0,Severe
2016-11-06,Visakhapatnam,48.11,92.4,13.64,45.09,32.12,8.72,1.05,14.04,38.94,5.37,8.04,5.42,83.0,Satisfactory
2016-11-07,Visakhapatnam,71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,6.42,11.87,7.09,113.0,Moderate
2016-11-08,Hyderabad,60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,0.13,2.09,0.35,112.0,Moderate
2016-11-09,Lucknow,345.54,,58.36,63.08,,,3.15,10.5,40.58,2.82,8.02,,568.0,Severe
2016-11-10,Delhi,291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,,471.0,Severe
2016-11-11,Lucknow,305.4,,94.14,98.34,6.24,,5.76,4.69,38.3,3.14,11.02,,450.0,Severe
2016-11-12,Mumbai,,,,,,,0.0,,,,,,274.5,
2016-11-13,Bengaluru,38.42,121.18,10.83,38.81,0.0,39.82,0.63,4.93,57.77,0.75,1.49,,99.0,Satisfactory
2016-11-14,Bengaluru,29.96,82.83,10.55,36.67,0.0,31.52,0.37,5.26,14.2,0.62,1.54,,44.0,Good
2016-11-15,Lucknow,128.79,,99.32,80.58,6.24,,2.87,4.91,51.18,2.28,6.04,,236.0,Poor
2016-11-16,Hyderabad,59.73,101.38,8.44,36.72,11.96,31.12,0.59,51.36,78.43,0.07,1.02,0.04,140.0,Moderate
2016-11-17,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,234.33333333333331,
2016-11-18,Ahmedabad,,,,,,,,,,0.0,0.0,0.0,328.66666666666663,
2016-11-19,Lucknow,331.04,,74.46,88.03,6.24,,2.89,4.25,70.68,2.47,7.71,,423.0,Severe
2016-11-20,Gurugram,114.71,,7.76,10.14,,,,5.57,30.8,2.51,25.11,,258.0,Poor
2016-11-21,Chennai,63.87,,4.2,29.83,16.87,,0.02,4.95,38.81,0.31,0.09,,110.0,Moderate
2016-11-22,Hyderabad,60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,0.1,98.0,Satisfactory
2016-11-23,Gurugram,143.25,,8.01,10.14,,,,6.71,27.57,3.27,32.75,,210.0,Poor
2016-11-24,Delhi,216.1,478.72,133.15,109.5,84.1,55.54,1.21,22.29,35.12,5.57,12.74,,397.0,Very Poor
2016-11-25,Gurugram,144.36,,7.8,10.21,,,,1.74,44.26,2.79,27.69,,328.0,Very Poor
2016-11-26,Patna,279.68,,111.81,37.82,131.04,,3.45,2.4,22.22,0.3,1.03,0.88,422.0,Severe
2016-11-27,Mumbai,,,,,,,0.0,,,,,,452.0,
2016-11-28,Patna,376.52,,60.77,34.29,95.07,,2.97,8.46,14.68,0.31,0.99,0.78,482.0,Severe
2016-11-29,Bengaluru,59.3,194.37,11.64,37.55,0.0,27.55,0.81,11.63,31.34,11.69,4.73,,120.0,Moderate
2016-11-30,Visakhapatnam,66.66,99.53,26.05,71.79,54.43,17.33,1.53,21.3,63.94,9.88,12.74,11.84,126.0,Moderate
2016-12-01,Lucknow,238.99,,28.25,65.72,6.24,,2.12,10.72,25.1,5.49,14.55,,370.0,Very Poor
2016-12-02,Visakhapatnam,41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,5.0,7.78,3.71,93.0,Satisfactory
2016-12-03,Hyderabad,57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,0.03,0.04,0.04,112.0,Moderate
2016-12-04,Lucknow,171.01,,10.72,47.52,,,1.73,8.93,24.94,3.97,9.12,,347.0,Very Poor
2016-12-05,Visakhapatnam,74.8,113.48,4.47,30.06,19.03,12.76,1.06,8.32,86.68,5.29,6.24,3.29,131.0,Moderate
2016-12-06,Lucknow,231.07,,7.64,40.01,,,0.84,10.35,26.16,3.44,8.14,,359.0,Very Poor
2016-12-07,Gurugram,346.74,,7.94,10.16,,,,4.99,11.71,3.28,32.81,,468.0,Severe
2016-12-08,Gurugram,161.45,,7.88,10.19,,,,4.18,6.13,3.24,32.42,,411.0,Severe
